lang,data_status,trait_clean,raw_contrasts,recommended_status,strict_status,flag,adaptation_note
id,kept,Usage of Articles,With articles / Less frequent articles,adapt,drop,ART_ADAPT_OPTIONAL,Optional adaptation: use ini/itu-style demonstratives or definiteness markers; strict mode drops articles.
id,kept,Fluency in Sentence Construction,Fluent sentence / Disfluent sentence,direct,direct,,
id,kept,Frequent Usage of Function Words,With function words / Less frequent function words,direct,direct,,
id,kept,Frequent Usage of Common Verbs,With common verbs / Less frequent common verbs,direct,direct,,
id,kept,Usage of Pronouns,With pronouns / Less frequent pronouns,direct,direct,,
id,kept,Usage of Prepositions,With prepositions / Less frequent prepositions,direct,direct,,
id,kept,Frequent Usage of Determiners,With determiners / Less frequent determiners,direct,direct,,
id,kept,Usage of Conjunctions,With conjunctions / Less frequent conjunctions,direct,direct,,
id,kept,Usage of Nominalizations,With nominalizations / Without nominalizations,direct,direct,,
id,kept,Usage of Long Words,Long average word length / Short average word length,direct,direct,,
id,kept,Usage of Numerical Digits,With digits / Less frequent digits,direct,direct,,
id,kept,Usage of Uppercase Letters,With uppercase letters / Without uppercase letters,direct,direct,,
id,kept,Frequent Usage of Punctuation,With frequent punctuation / Less Frequent punctuation,direct,direct,,
id,kept,Usage of Formal Tone,Formal / Informal,direct,direct,,
id,kept,Complex Sentence Structure,Complex / Simple,direct,direct,,
id,kept,Usage of Contractions,With contractions / Without contractions,direct,direct,,
id,kept,Usage of Numerical Substitution (ex. hello -> h3llo type slang),With number substitution / Without number substitution,direct,direct,,
id,kept,Usage of Only Lowercase Letters (all lowercase style),All Lower Case / Proper Capitalization,direct,direct,,
id,kept,Usage of Only Uppercase Letters (all uppercase style),All Upper Case / Proper Capitalization,direct,direct,,
id,kept,Presence of Misspelled Words,Sentence With a Few Misspelled Words / Normal Sentence,direct,direct,,
id,kept,Usage of Text Emojis (ex. :-D type emoticons),Text Emojis / No Emojis,direct,direct,,
id,kept,Usage of Emojis,With Emojis / No Emojis,direct,direct,,
is,kept,Usage of Polite Tone,Polite / Impolite,direct,direct,,
is,kept,Incorporation of Humor,With Humor / Without Humor,direct,direct,,
is,kept,Usage of Sarcasm,With sarcasm / Without sarcasm,direct,direct,,
is,kept,Usage of Metaphors,With metaphor / Without metaphor,direct,direct,,
is,kept,Usage of Offensive Language,Offensive / Non-Offensive,direct,direct,,
is,kept,Positive Sentiment Expression,Positive / Negative,direct,direct,,
is,kept,Usage of Active Voice,Active / Passive,direct,direct,,
is,kept,"Usage of Certain Tone (lack of uncertain words/phrases like 'I think', 'might', 'seems')",Certain / Uncertain,direct,direct,,
is,kept,Usage of Self-Focused Perspective or Words,Self-focused / Inclusive-focused | Self-focused / You-focused | Self-focused / Third-person singular,direct,direct,,
is,kept,Usage of Self-Focused Language,Self-focused / Audience-focused,direct,direct,,
is,kept,Usage of Personal Pronouns,With personal pronouns / Less frequent pronouns,direct,direct,,
is,kept,Usage of Present Tense and Present-Focused Words,Present-focused / Future-focused,direct,direct,,
is,kept,Usage of Present-Focused Tense and Words,Present-focused / Past-focused,direct,direct,,
is,kept,Usage of Words Indicating Affective Processes,Affective processes / Cognitive processes,direct,direct,,
is,kept,Usage of Words Indicating Affective Process,Affective process / Perceptual process,direct,direct,,
is,kept,Usage of Words Indicating Cognitive Processes,Cognitive process / Perceptual process,direct,direct,,
is,kept,Usage of Articles,With articles / Less frequent articles,direct,direct,,
is,kept,Fluency in Sentence Construction,Fluent sentence / Disfluent sentence,direct,direct,,
is,kept,Frequent Usage of Function Words,With function words / Less frequent function words,direct,direct,,
is,kept,Frequent Usage of Common Verbs,With common verbs / Less frequent common verbs,direct,direct,,
is,kept,Usage of Pronouns,With pronouns / Less frequent pronouns,direct,direct,,
is,kept,Usage of Prepositions,With prepositions / Less frequent prepositions,direct,direct,,
is,kept,Frequent Usage of Determiners,With determiners / Less frequent determiners,direct,direct,,
is,kept,Usage of Conjunctions,With conjunctions / Less frequent conjunctions,direct,direct,,
is,kept,Usage of Nominalizations,With nominalizations / Without nominalizations,direct,direct,,
is,kept,Usage of Long Words,Long average word length / Short average word length,direct,direct,,
is,kept,Usage of Numerical Digits,With digits / Less frequent digits,direct,direct,,
is,kept,Usage of Uppercase Letters,With uppercase letters / Without uppercase letters,direct,direct,,
is,kept,Frequent Usage of Punctuation,With frequent punctuation / Less Frequent punctuation,direct,direct,,
is,kept,Usage of Formal Tone,Formal / Informal,direct,direct,,
is,kept,Complex Sentence Structure,Complex / Simple,direct,direct,,
is,kept,Usage of Contractions,With contractions / Without contractions,direct,direct,,
is,kept,Usage of Numerical Substitution (ex. hello -> h3llo type slang),With number substitution / Without number substitution,direct,direct,,
is,kept,Usage of Only Lowercase Letters (all lowercase style),All Lower Case / Proper Capitalization,direct,direct,,
is,kept,Usage of Only Uppercase Letters (all uppercase style),All Upper Case / Proper Capitalization,direct,direct,,
is,kept,Presence of Misspelled Words,Sentence With a Few Misspelled Words / Normal Sentence,direct,direct,,
is,kept,Usage of Text Emojis (ex. :-D type emoticons),Text Emojis / No Emojis,direct,direct,,
is,kept,Usage of Emojis,With Emojis / No Emojis,direct,direct,,
it,kept,Usage of Polite Tone,Polite / Impolite,direct,direct,,
it,kept,Incorporation of Humor,With Humor / Without Humor,direct,direct,,
it,kept,Usage of Sarcasm,With sarcasm / Without sarcasm,direct,direct,,
it,kept,Usage of Metaphors,With metaphor / Without metaphor,direct,direct,,
it,kept,Usage of Offensive Language,Offensive / Non-Offensive,direct,direct,,
it,kept,Positive Sentiment Expression,Positive / Negative,direct,direct,,
it,kept,Usage of Active Voice,Active / Passive,direct,direct,,
it,kept,"Usage of Certain Tone (lack of uncertain words/phrases like 'I think', 'might', 'seems')",Certain / Uncertain,direct,direct,,
it,kept,Usage of Self-Focused Perspective or Words,Self-focused / Inclusive-focused | Self-focused / You-focused | Self-focused / Third-person singular,direct,direct,,
it,kept,Usage of Self-Focused Language,Self-focused / Audience-focused,direct,direct,,
it,kept,Usage of Personal Pronouns,With personal pronouns / Less frequent pronouns,direct,direct,,
it,kept,Usage of Present Tense and Present-Focused Words,Present-focused / Future-focused,direct,direct,,
it,kept,Usage of Present-Focused Tense and Words,Present-focused / Past-focused,direct,direct,,
it,kept,Usage of Words Indicating Affective Processes,Affective processes / Cognitive processes,direct,direct,,
it,kept,Usage of Words Indicating Affective Process,Affective process / Perceptual process,direct,direct,,
it,kept,Usage of Words Indicating Cognitive Processes,Cognitive process / Perceptual process,direct,direct,,
it,kept,Usage of Articles,With articles / Less frequent articles,direct,direct,,
it,kept,Fluency in Sentence Construction,Fluent sentence / Disfluent sentence,direct,direct,,
it,kept,Frequent Usage of Function Words,With function words / Less frequent function words,direct,direct,,
it,kept,Frequent Usage of Common Verbs,With common verbs / Less frequent common verbs,direct,direct,,
it,kept,Usage of Pronouns,With pronouns / Less frequent pronouns,direct,direct,,
it,kept,Usage of Prepositions,With prepositions / Less frequent prepositions,direct,direct,,
it,kept,Frequent Usage of Determiners,With determiners / Less frequent determiners,direct,direct,,
it,kept,Usage of Conjunctions,With conjunctions / Less frequent conjunctions,direct,direct,,
it,kept,Usage of Nominalizations,With nominalizations / Without nominalizations,direct,direct,,
it,kept,Usage of Long Words,Long average word length / Short average word length,direct,direct,,
it,kept,Usage of Numerical Digits,With digits / Less frequent digits,direct,direct,,
it,kept,Usage of Uppercase Letters,With uppercase letters / Without uppercase letters,direct,direct,,
it,kept,Frequent Usage of Punctuation,With frequent punctuation / Less Frequent punctuation,direct,direct,,
it,kept,Usage of Formal Tone,Formal / Informal,direct,direct,,
it,kept,Complex Sentence Structure,Complex / Simple,direct,direct,,
it,kept,Usage of Contractions,With contractions / Without contractions,direct,direct,,
it,kept,Usage of Numerical Substitution (ex. hello -> h3llo type slang),With number substitution / Without number substitution,direct,direct,,
it,kept,Usage of Only Lowercase Letters (all lowercase style),All Lower Case / Proper Capitalization,direct,direct,,
it,kept,Usage of Only Uppercase Letters (all uppercase style),All Upper Case / Proper Capitalization,direct,direct,,
it,kept,Presence of Misspelled Words,Sentence With a Few Misspelled Words / Normal Sentence,direct,direct,,
it,kept,Usage of Text Emojis (ex. :-D type emoticons),Text Emojis / No Emojis,direct,direct,,
it,kept,Usage of Emojis,With Emojis / No Emojis,direct,direct,,
ja,kept,Usage of Polite Tone,Polite / Impolite,direct,direct,,
ja,kept,Incorporation of Humor,With Humor / Without Humor,direct,direct,,
ja,kept,Usage of Sarcasm,With sarcasm / Without sarcasm,direct,direct,,
ja,kept,Usage of Metaphors,With metaphor / Without metaphor,direct,direct,,
ja,kept,Usage of Offensive Language,Offensive / Non-Offensive,direct,direct,,
ja,kept,Positive Sentiment Expression,Positive / Negative,direct,direct,,
ja,kept,Usage of Active Voice,Active / Passive,direct,direct,,
ja,kept,"Usage of Certain Tone (lack of uncertain words/phrases like 'I think', 'might', 'seems')",Certain / Uncertain,direct,direct,,
ja,kept,Usage of Self-Focused Perspective or Words,Self-focused / Inclusive-focused | Self-focused / You-focused | Self-focused / Third-person singular,direct,direct,,
ja,kept,Usage of Self-Focused Language,Self-focused / Audience-focused,direct,direct,,
ja,kept,Usage of Personal Pronouns,With personal pronouns / Less frequent pronouns,direct,direct,,
ja,kept,Usage of Present Tense and Present-Focused Words,Present-focused / Future-focused,direct,direct,,
ja,kept,Usage of Present-Focused Tense and Words,Present-focused / Past-focused,direct,direct,,
ja,kept,Usage of Words Indicating Affective Processes,Affective processes / Cognitive processes,direct,direct,,
ja,kept,Usage of Words Indicating Affective Process,Affective process / Perceptual process,direct,direct,,
ja,kept,Usage of Words Indicating Cognitive Processes,Cognitive process / Perceptual process,direct,direct,,
ja,kept,Usage of Articles,With articles / Less frequent articles,drop,drop,ART_DROP,Drop article contrast because the language lacks a stable article category comparable to English a/an/the.
ja,kept,Fluency in Sentence Construction,Fluent sentence / Disfluent sentence,direct,direct,,
ja,kept,Frequent Usage of Function Words,With function words / Less frequent function words,direct,direct,,
ja,kept,Frequent Usage of Common Verbs,With common verbs / Less frequent common verbs,direct,direct,,
ja,kept,Usage of Pronouns,With pronouns / Less frequent pronouns,direct,direct,,
ja,kept,Usage of Prepositions,With prepositions / Less frequent prepositions,adapt,drop,PREP_ADAPT,Use Japanese particles/postpositions rather than English-like prepositions.
ja,kept,Frequent Usage of Determiners,With determiners / Less frequent determiners,direct,direct,,
ja,kept,Usage of Conjunctions,With conjunctions / Less frequent conjunctions,direct,direct,,
ja,kept,Usage of Nominalizations,With nominalizations / Without nominalizations,direct,direct,,
ja,kept,Usage of Long Words,Long average word length / Short average word length,adapt,drop,WORDLEN_ADAPT,Adapt long-word contrast to long orthographic/morpheme-heavy expressions rather than whitespace-delimited word length.
ja,kept,Usage of Numerical Digits,With digits / Less frequent digits,direct,direct,,
ja,kept,Usage of Uppercase Letters,With uppercase letters / Without uppercase letters,drop,drop,CASE_DROP,Drop casing contrast for uncased scripts or scripts where uppercase/lowercase is not a native style dimension.
ja,kept,Frequent Usage of Punctuation,With frequent punctuation / Less Frequent punctuation,direct,direct,,
ja,kept,Usage of Formal Tone,Formal / Informal,direct,direct,,
ja,kept,Complex Sentence Structure,Complex / Simple,direct,direct,,
ja,kept,Usage of Contractions,With contractions / Without contractions,direct,direct,,
ja,kept,Usage of Numerical Substitution (ex. hello -> h3llo type slang),With number substitution / Without number substitution,adapt,drop,NUMSUB_ADAPT,Adapt to Japanese phonetic number substitutions rather than Latin leetspeak.
